采集时间,路线,方向,站点名,站点ID,班次序号,预计到达时间(ETA),数据生成时间
2026-04-19 18:24:42,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,1,2026-04-19T18:25:44+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,2,2026-04-19T18:25:47+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,3,2026-04-19T18:29:25+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T18:26:00+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T18:35:00+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T18:44:00+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T18:28:38+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T18:30:25+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T18:32:41+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,2026-04-19T18:23:47+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,2026-04-19T18:23:47+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,2026-04-19T18:23:47+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:24:42,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,2026-04-19T18:23:47+08:00,2026-04-19T18:24:09+08:00
2026-04-19 18:29:43,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,1,2026-04-19T18:31:34+08:00,2026-04-19T18:29:37+08:00
2026-04-19 18:29:43,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,2,2026-04-19T18:38:48+08:00,2026-04-19T18:29:37+08:00
2026-04-19 18:29:43,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,3,2026-04-19T18:40:39+08:00,2026-04-19T18:29:37+08:00
2026-04-19 18:29:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T18:35:00+08:00,2026-04-19T18:28:41+08:00
2026-04-19 18:29:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T18:44:00+08:00,2026-04-19T18:28:41+08:00
2026-04-19 18:29:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T18:53:00+08:00,2026-04-19T18:28:41+08:00
2026-04-19 18:29:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T18:28:51+08:00,2026-04-19T18:28:41+08:00
2026-04-19 18:29:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T18:29:48+08:00,2026-04-19T18:28:41+08:00
2026-04-19 18:29:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T18:34:55+08:00,2026-04-19T18:28:41+08:00
2026-04-19 18:29:43,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T18:29:37+08:00
2026-04-19 18:29:43,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T18:29:37+08:00
2026-04-19 18:29:43,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T18:29:37+08:00
2026-04-19 18:29:43,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T18:29:37+08:00
2026-04-19 18:34:43,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,1,2026-04-19T18:31:41+08:00,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,2,2026-04-19T18:38:03+08:00,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,3,2026-04-19T18:40:19+08:00,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T18:35:00+08:00,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T18:44:00+08:00,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T18:53:00+08:00,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T18:36:48+08:00,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T18:43:10+08:00,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T18:51:28+08:00,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T18:32:39+08:00
2026-04-19 18:34:43,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T18:32:39+08:00
2026-04-19 21:29:21,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,1,2026-04-19T21:36:47+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,2,2026-04-19T21:43:44+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,3,2026-04-19T22:02:41+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T21:40:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T22:00:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T22:20:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T21:32:26+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T21:33:40+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T21:48:54+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,聯和墟總站,E057FE733052DDD7,1,2026-04-19T21:30:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,聯和墟總站,E057FE733052DDD7,2,2026-04-19T21:45:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,聯和墟總站,E057FE733052DDD7,3,2026-04-19T22:00:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,聯和墟總站,E057FE733052DDD7,1,2026-04-19T21:38:16+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,聯和墟總站,E057FE733052DDD7,2,2026-04-19T21:46:49+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,聯和墟總站,E057FE733052DDD7,3,2026-04-19T21:56:13+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,大欖隧道轉車站,3ECEF3B735084236,1,2026-04-19T21:37:37+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,大欖隧道轉車站,3ECEF3B735084236,2,2026-04-19T21:43:55+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,大欖隧道轉車站,3ECEF3B735084236,3,2026-04-19T22:00:50+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,青衣站,A2882A0EE6B8AF9B,1,2026-04-19T21:35:48+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,青衣站,A2882A0EE6B8AF9B,2,2026-04-19T21:56:31+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:21,279X,O,青衣站,A2882A0EE6B8AF9B,3,2026-04-19T22:02:52+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,1,2026-04-19T21:36:47+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,2,2026-04-19T21:43:44+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,3,2026-04-19T22:02:41+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T21:40:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T22:00:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T22:20:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T21:32:26+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T21:33:40+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T21:48:54+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,聯和墟總站,E057FE733052DDD7,1,2026-04-19T21:30:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,聯和墟總站,E057FE733052DDD7,2,2026-04-19T21:45:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,聯和墟總站,E057FE733052DDD7,3,2026-04-19T22:00:00+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,聯和墟總站,E057FE733052DDD7,1,2026-04-19T21:38:16+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,聯和墟總站,E057FE733052DDD7,2,2026-04-19T21:46:49+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,聯和墟總站,E057FE733052DDD7,3,2026-04-19T21:56:13+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,大欖隧道轉車站,3ECEF3B735084236,1,2026-04-19T21:37:37+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,大欖隧道轉車站,3ECEF3B735084236,2,2026-04-19T21:43:55+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,大欖隧道轉車站,3ECEF3B735084236,3,2026-04-19T22:00:50+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,青衣站,A2882A0EE6B8AF9B,1,2026-04-19T21:35:48+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,青衣站,A2882A0EE6B8AF9B,2,2026-04-19T21:56:31+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:29:23,279X,O,青衣站,A2882A0EE6B8AF9B,3,2026-04-19T22:02:52+08:00,2026-04-19T21:28:37+08:00
2026-04-19 21:34:24,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,1,2026-04-19T21:35:48+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,2,2026-04-19T21:43:51+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,3,2026-04-19T22:03:47+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T21:40:00+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T22:00:00+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T22:20:00+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T21:33:42+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T21:49:11+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T21:52:40+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,聯和墟總站,E057FE733052DDD7,1,2026-04-19T21:45:00+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,聯和墟總站,E057FE733052DDD7,2,2026-04-19T22:00:00+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,聯和墟總站,E057FE733052DDD7,3,2026-04-19T22:15:00+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,聯和墟總站,E057FE733052DDD7,1,2026-04-19T21:38:27+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,聯和墟總站,E057FE733052DDD7,2,2026-04-19T21:47:17+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,聯和墟總站,E057FE733052DDD7,3,2026-04-19T21:55:53+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,大欖隧道轉車站,3ECEF3B735084236,1,2026-04-19T21:37:48+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,大欖隧道轉車站,3ECEF3B735084236,2,2026-04-19T21:44:37+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,大欖隧道轉車站,3ECEF3B735084236,3,2026-04-19T22:01:21+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,青衣站,A2882A0EE6B8AF9B,1,2026-04-19T21:34:59+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,青衣站,A2882A0EE6B8AF9B,2,2026-04-19T21:56:41+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:34:24,279X,O,青衣站,A2882A0EE6B8AF9B,3,2026-04-19T22:03:31+08:00,2026-04-19T21:34:12+08:00
2026-04-19 21:39:26,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,1,2026-04-19T21:43:39+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,2,2026-04-19T22:04:21+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,3,2026-04-19T22:16:27+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T21:40:00+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T22:00:00+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T22:20:00+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T21:49:37+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T21:52:38+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T22:03:56+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:39:07+08:00
2026-04-19 21:39:26,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:39:07+08:00
2026-04-19 21:39:26,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:39:07+08:00
2026-04-19 21:39:26,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:39:07+08:00
2026-04-19 21:39:26,279X,O,聯和墟總站,E057FE733052DDD7,1,2026-04-19T21:45:00+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,聯和墟總站,E057FE733052DDD7,2,2026-04-19T22:00:00+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,聯和墟總站,E057FE733052DDD7,3,2026-04-19T22:15:00+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,聯和墟總站,E057FE733052DDD7,1,2026-04-19T21:39:11+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,聯和墟總站,E057FE733052DDD7,2,2026-04-19T21:46:36+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,聯和墟總站,E057FE733052DDD7,3,2026-04-19T21:55:26+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,大欖隧道轉車站,3ECEF3B735084236,1,2026-04-19T21:38:10+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,大欖隧道轉車站,3ECEF3B735084236,2,2026-04-19T21:44:50+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,大欖隧道轉車站,3ECEF3B735084236,3,2026-04-19T22:00:45+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,青衣站,A2882A0EE6B8AF9B,1,2026-04-19T21:57:02+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,青衣站,A2882A0EE6B8AF9B,2,2026-04-19T22:03:45+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:39:26,279X,O,青衣站,A2882A0EE6B8AF9B,3,2026-04-19T22:19:54+08:00,2026-04-19T21:39:08+08:00
2026-04-19 21:44:26,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,1,2026-04-19T21:45:03+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,2,2026-04-19T22:04:25+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,3,2026-04-19T22:16:11+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T22:00:00+08:00,2026-04-19T21:43:35+08:00
2026-04-19 21:44:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T22:20:00+08:00,2026-04-19T21:43:35+08:00
2026-04-19 21:44:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T22:40:00+08:00,2026-04-19T21:43:35+08:00
2026-04-19 21:44:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T21:50:15+08:00,2026-04-19T21:43:35+08:00
2026-04-19 21:44:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T21:51:53+08:00,2026-04-19T21:43:35+08:00
2026-04-19 21:44:26,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T22:04:08+08:00,2026-04-19T21:43:35+08:00
2026-04-19 21:44:26,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,101,I,紅隧轉車站,032C7D86DF9ED3AC,1,,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,聯和墟總站,E057FE733052DDD7,1,2026-04-19T21:45:00+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,聯和墟總站,E057FE733052DDD7,2,2026-04-19T22:00:00+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,聯和墟總站,E057FE733052DDD7,3,2026-04-19T22:15:00+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,聯和墟總站,E057FE733052DDD7,1,2026-04-19T21:46:36+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,聯和墟總站,E057FE733052DDD7,2,2026-04-19T21:55:38+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,聯和墟總站,E057FE733052DDD7,3,2026-04-19T22:09:38+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,大欖隧道轉車站,3ECEF3B735084236,1,2026-04-19T21:44:59+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,大欖隧道轉車站,3ECEF3B735084236,2,2026-04-19T22:01:56+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,大欖隧道轉車站,3ECEF3B735084236,3,2026-04-19T22:16:12+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,青衣站,A2882A0EE6B8AF9B,1,2026-04-19T21:57:31+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,青衣站,A2882A0EE6B8AF9B,2,2026-04-19T22:03:54+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:44:26,279X,O,青衣站,A2882A0EE6B8AF9B,3,2026-04-19T22:21:04+08:00,2026-04-19T21:44:11+08:00
2026-04-19 21:49:28,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,1,2026-04-19T22:05:27+08:00,2026-04-19T21:48:37+08:00
2026-04-19 21:49:28,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,2,2026-04-19T22:15:54+08:00,2026-04-19T21:48:37+08:00
2026-04-19 21:49:28,1A,O,尖沙咀碼頭,DCFF4041D0C0ACF8,3,2026-04-19T22:30:44+08:00,2026-04-19T21:48:37+08:00
2026-04-19 21:49:28,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T22:00:00+08:00,2026-04-19T21:48:37+08:00
2026-04-19 21:49:28,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T22:20:00+08:00,2026-04-19T21:48:37+08:00
2026-04-19 21:49:28,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T22:40:00+08:00,2026-04-19T21:48:37+08:00
2026-04-19 21:49:28,1A,O,中秀茂坪,A3ADFCDF8487ADB9,1,2026-04-19T21:50:22+08:00,2026-04-19T21:48:37+08:00
2026-04-19 21:49:28,1A,O,中秀茂坪,A3ADFCDF8487ADB9,2,2026-04-19T21:51:38+08:00,2026-04-19T21:48:37+08:00
2026-04-19 21:49:28,1A,O,中秀茂坪,A3ADFCDF8487ADB9,3,2026-04-19T22:03:31+08:00,2026-04-19T21:48:37+08:00
